model_name,absent_binary_univariate_binary,chickenpox_dense_univariate_dense,coinbase_days_univariate_days,coinbase_economics_univariate_economics,delhi_climate_univariate_climate,electricity_energy_univariate_energy,employees_healthcare_univariate_healthcare,federalfuns_weeks_univariate_weeks,forestfires_continuous_univariate_continuous,german_quaterly_univariate_quaterly,germanhouses_sales_univariate_sales,inventories_months_univariate_months,invetories_manufacturing_univariate_manufacturing,madrid_transport_univariate_transport,occupancy_count_univariate_count,patient_sparse_univariate_sparse,pconsumption_years_univariate_years,retail_categorical_univariate_categorical,software_nonstationary_univariate_nonstationary,soil_nature_univariate_nature,swjobpostings_software_univariate_software,synthetic_additive2_univariate_additive2,synthetic_cyclic_univariate_cyclic,synthetic_multiplticative_univariate_multiplticative,synthetic_nonstationary_univariate_nonstationary,wtraffic_web_univariate_web
arima,2.035981197370974,1.6918876040411064,3.5070846989431805,3.5070846989431805,1.4274426463458858,17.68158107638985,21.190902347223883,16.028650499378386,0.888228275748873,9.888463336410204,9.888463336410204,9.3247244486503,9.3247244486503,2.004413316677382,0.0,0.0,11.747861098381223,195258902.94362345,90.8189083025847,64.00468957960277,90.8189083025847,13.702375525493547,1.0464421276382605,1.091469191808456,0.8480450357078629,18.215538086258785
chronos,1.092679493532356,1.2820172421953178,6.954973249941985,3.282383691466125,1.119948312992768,8.544940499126827,16.992292332685928,4.975264929053012,1.0179458641505614,9.202021178837786,7.507992378612002,6.82957659693045,6.892141412527574,3.5950180498031465,12483192.362198748,111060923.65653676,9.094468817558305,3548135.1219852734,30.2205958138026,41.63708983326875,33.31842282743341,1.1572150138598527,1.3959717783007812,26.755399404071778,0.8853178784029571,41.09813734785728
croston_classic,1.708140449793215,1.3686995341849832,6.333665023858877,6.333665023858877,1.3209500834744865,20.505440119875416,32.80067182122377,16.787074425491642,0.9259755112269832,12.254524329927612,12.254524329927612,10.633510227616432,10.633510227616432,1.8156392990922932,2.0777030889413643e-06,2.5773034500226847e-08,23.08346680666405,0.000544897460486,108.14201827951388,100.6999952340042,108.14201827951388,14.28520479663648,1.0331269882380427,1.0685638262892891,0.8345520963369436,11.24267258864659
exponential_smoothing,2.3861171179225904,1.7142712872333303,2.7301729046705754,2.7301729046705754,1.244737519874986,15.947288304817969,25.561409952796605,14.298608803508309,0.9001692135510697,10.92947252704602,10.92947252704602,9.154652204112152,9.154652204112152,1.8864103397745773,0.0,0.0,13.819786143206066,0.0,83.87077268944834,80.7741935560857,83.87077268944834,10.56264119110818,1.047225011259584,1.54047429384908,0.8407847784604033,19.196029469946748
lafn,1.2314440667328317,0.9478942218984298,18.31227246351557,18.31227246351557,1.1767914291720596,5.978251531986831,15.296738694611316,9.123172350866724,1.040989459941983,6.854128578849401,6.854128578849401,8.021072377995786,8.021072377995786,3.1049574393716317,4438848136.238445,3675.602717715005,4.210143428232937,389820478.761473,11.78966756005032,31.733641519240734,11.78966756005032,25.92616045319276,0.7122627474536937,2.834011210047325,0.8556733871088031,20.829512116993833
lagllama,1.4165081991545698,1.2338440568227782,29.872468114246782,33.6980303930154,1.4088765753395414,14.471479414949462,47.57909215361902,22.509793845574805,0.9548800382980313,17.808788187824536,15.56236870120742,7.4918539206933294,8.715588011946155,4.224720932294039,7070076880.435467,391641871.6909713,42.155385961368694,3735557821.322782,113.3896072933985,1229.6926368263958,223.92586378775135,39.093226708434614,1.5885458208415433,4006.087668214939,0.9477403153501266,68.00841785837102
lstm,0.8308291202520678,0.9803600810484348,6.923424141250401,12.15034990105063,1.162809562659034,5.457250481145652,11.287735694479553,7.598116893896185,0.9283800804989982,8.759034790223437,8.97370355018616,6.400797209120313,5.9445210492000085,2.0438057586019096,417022142.4876891,4870360.49495218,11.25344774166378,4112235.435636193,71.22599317152212,140.11824603542237,94.45533814939309,10.970577834546749,0.7305817090696928,1857.957943661209,0.9273291473176252,4.834383539908834
moirai,1.4111586625162456,0.7430151614819024,2.1178669521213,2.026608729527867,1.2524710377143693,1.183147211293927,4.626673187733741,5.770720302303318,1.2661105466628415,6.036106962190533,6.364865250365689,5.650897998759446,5.544312765226188,2.0697083923471093,405770110.84980255,7278607771358.683,0.5185045573702595,445246577.1393549,8.693046383479778,4.544560459440073,9.07588324153155,1.0438754607528893,0.8590219941380948,993132.47562531,0.8869958165452053,4.130796127647669
moirai_moe,1.3016808268654478,1.1686133175697748,27.32893107359881,27.324544240606865,1.2340397672046768,15.297112689468056,47.33738327741415,21.41109800458909,1.029599030220261,16.89616665571457,16.897455547019167,6.89551421366792,6.89383828882769,2.501031517085656,4268424585.319738,384650305.1756183,43.22361272476058,3391139266.726877,97.05210238535768,991.0420984956432,97.08895204116956,26.687473996661584,1.2575815578349314,13910.211187641784,0.8533230455027851,70.66838230560788
moment,1.7574572477264778,1.161710862787316,57.65972426161073,57.902037493173886,1.1252327924559775,18.573966713868547,31.44242322574605,14.965624006613206,1.096710760494711,10.26115211447472,10.310099373236469,9.041089160305445,9.044471416411994,3.386723678290703,8661.972231687603,5127.170884951758,31.21300056347953,436831800.3451311,93.38729707702056,127.61416136180289,93.25024640594926,40.352654739113746,1.2933517891147033,1.0592504629003603,0.8536976496913051,68.5002238924792
prophet,2.648102462014409,1.2664859313645227,10.459682465381825,10.459682465381825,2.0362399437437086,20.74033491335929,5.748376635547245,22.347331949720424,1.600696461351826,22.031259804140713,22.031259804140713,11.47062435513866,11.47062435513866,2.6451589032581526,5295738.665478129,0.0,13.476336710119954,465695177.35272855,71.13401255175735,0.0006785476517268,71.13401255175735,0.9588229651802432,1.325048149578129,1.0564727053919711,0.8805356197545388,81.08326717424991
random_forest,2.020516328015334,1.2309613657093894,7.378310468016522,7.378310468016522,1.232371385876223,10.895124467631751,20.52526383721814,10.835474982485886,1.0843405993880364,10.541924492706746,10.541924492706746,7.544426305970151,7.544426305970151,3.9045566804579206,219056501.01184788,1.3877787807814457e-06,10.3415041940603,161825043.4662246,97.29908184242174,70.98434747549152,97.29908184242174,25.178758915272265,0.8015933666110461,0.8667265231937583,0.861311951376231,52.07097869426996
seasonal_naive,2.9062500000000004,1.8247900197628455,6.757406444906445,6.757406444906445,1.61550465437937,21.636897935779817,33.20188529724396,17.664890882084098,1.1896386173184357,13.056833260047672,13.056833260047672,10.592000932835818,10.592000932835818,2.841985887096773,0.0,0.0,34.40084447970981,0.0,114.72577909948876,102.25000000000848,114.72577909948876,14.337914307634962,1.276741632031007,0.9129318791798668,1.4081622808434466,7.096542874396142
svr,1.0394932333304945,0.8947402514529385,18.985075240032884,18.985075240032884,1.020683272455796,21.265080927618712,25.7951916445809,10.302347554010009,1.1726789948171663,10.541924492706746,10.541924492706746,8.824327993825438,8.824327993825438,3.281795812343186,1000444162.1514906,6.938893903907228e-08,10.341504194060304,999282424.5310956,86.05027152020371,112.00000000000938,86.05027152020371,23.157216494931603,0.7453646746346904,1.0604490782648333,0.9009056803062808,8.076816515051892
tabpfn,1.020141765476074,0.9397735909932866,3.8352431957461737,3.8352431957461737,1.497739016172985,2.811170971567267,7.364158206288908,9.095930789986715,1.2478130590265477,5.818729345218929,5.818729345218929,6.870699101975337,6.870699101975337,4.480519770977151,106.4163351882641,7.683574193562137,1.0140267423013976,1952111.766532205,51.19915000531115,72.46820143584898,51.19915000531115,7.183190595267519,2.381960014077057,1.0580244991514105,0.8509659704884195,81.34362790920078
theta,2.8356128380263814,1.9569166057347391,46.02083882829506,46.02083882829506,2.929735439899817,23.33429308648216,43.158731798290454,30.367694252038728,0.9058147502256718,17.69998217553628,17.69998217553628,13.919704369305668,13.919704369305668,3.995319893776012,26334491446.36256,0.0,41.19738222843594,11464834.629444486,96.70332687195224,192.0000000000136,96.70332687195224,154.01665215364355,1.0486690567365875,1.0561247815957893,0.8459510089338628,7.787299059376498
