time,value
0,2.6891585804953255
1,3.250212165557036
2,-1.3868315450189788
3,3.775649847971449
4,4.639910306112437
5,1.5039523447383827
6,3.4909272208964985
7,0.6567392583634482
8,6.056512223377358
9,1.0929711239445008
10,2.8119965300187184
11,1.2044243559594474
12,-0.5664995003824547
13,1.1411395501034467
14,-0.5362559361061605
15,-9.101855963096355
16,2.51495308847795
17,-5.905193071564766
18,2.4352294165359596
19,1.9966832671882018
20,-4.477272750609968
21,3.7000404671862137
22,2.0335814538021775
23,-4.48759591707895
24,3.314966802287877
25,-0.9158829182782917
26,0.6035025364077012
27,-3.766370864997283
28,-4.047836502247289
29,-2.1117517496893576
30,0.7454205733111908
31,-2.6761310925635806
32,-2.160868761762725
33,1.490902390673071
34,-2.1628073972881974
35,-1.2709713636206368
36,-1.418352524579428
37,0.43530309431201275
38,3.7912225895941396
39,4.6202172877558585
40,0.6769365790420179
41,-1.369505360571299
42,-3.0333546997851855
43,2.369599417952726
44,2.2398144479602404
45,-2.0399628702598998
46,-0.0409193197482982
47,2.8595110062195963
48,-4.492647880955219
49,-1.1084424541731828
50,2.6489638682397687
51,-1.542775658897166
52,-0.31117993926757626
53,-0.9832198354890976
54,1.8934086034715318
55,1.9145336521385843
56,-3.1281727613634267
57,-4.34839950113375
58,0.6816710166206229
59,-2.2559322794454992
60,1.8802761556634295
61,2.692447892344094
62,8.935833847220641
63,-1.2861428396834278
64,2.5741153054825543
65,-7.493466482773551
66,-1.2981739469485856
67,-0.36578357032221775
68,7.006116812088015
69,-0.35755622313634766
70,-3.5218240185854444
71,-5.633223913192333
72,1.8070394488015027
73,3.865667385661975
74,-1.2706692754665645
75,-0.04840671967576704
76,2.185617760680705
77,5.006949112674052
78,-3.014536254440718
79,-2.941192959011246
80,-4.926544256245644
81,-0.4913648552255132
82,1.1034910718566457
83,0.5993067476485623
84,-2.6765302149608643
85,-1.5565576736372713
86,3.6892268812944686
87,-0.45482603116430975
88,-3.766824863126822
89,-1.189978811732257
90,1.0697907340808281
91,-3.8302855000564318
92,1.6191643251654733
93,-0.30699237508117133
94,0.45167927873159697
95,7.79663427273377
96,1.3386321006643622
97,-4.127178085769547
98,-2.4555608921184318
99,-4.597302233690339
100,2.9391715693727543
101,-2.647988284765054
102,1.4870976548942605
103,-0.4605956295548441
104,4.999662339473069
105,-0.46559610879976254
106,-3.1686489804221813
107,-2.663310581250583
108,-1.1499062451187538
109,2.117726811101518
110,0.9499208078755277
111,2.688519822310826
112,4.067923196720075
113,4.947344989309835
114,2.7998144947241093
115,-3.425482503377389
116,1.49058060693428
117,1.7394804628547031
118,2.409634000413681
119,-2.3620192983916644
120,-3.330087007366056
121,0.5312690071722848
122,2.547957220207469
123,-2.8616632342463153
124,-0.14526750491934193
125,-3.23676393259187
126,2.962543226222756
127,-1.73134715888846
128,3.9975390090988374
129,-1.0787728732483974
130,-1.7247994137072153
131,4.7699583111252455
132,6.008501557739442
133,-6.207079089173441
134,1.1997001991825758
135,-1.4039745942096422
136,-0.435516522389606
137,1.3294085572382508
138,-0.04042799858492255
139,-1.7665904873524885
140,-1.7334544470467412
141,2.8682631747468434
142,-2.3425716753658175
143,3.956246874792546
144,1.8546767272727789
145,1.8458593517877953
146,-0.14087692791386233
147,2.860260404828952
148,1.4412784894638129
149,-0.14209254859243778
150,-0.6868477094553286
151,0.22835560883017209
152,-0.1422443030226493
153,0.8012599229643275
154,0.6590648959795634
155,-0.1272249699937244
156,1.706797772450538
157,5.856956947681653
158,-1.88744675586808
159,-5.049860367683833
160,2.4031806937527085
161,2.255312228563885
162,1.661694527698435
163,1.453784057774576
164,-1.9086240540593795
165,2.1377051392238857
166,0.3272133265489442
167,0.03334025450983899
168,4.946146464913303
169,-1.5524266765770212
170,-5.082869193541955
171,3.84991973296826
172,2.3788166937942035
173,-2.5815481115632424
174,-3.044865043247185
175,-3.8492135444776845
176,-2.8906189914565754
177,-2.9869857697257074
178,2.9391552186900296
179,0.1314858999322362
180,2.524185720078088
181,2.271466567798155
182,-0.2868194172837679
183,-3.9799089619431154
184,3.8944997529179872
185,0.5647005508993985
186,-0.36093056274553115
187,-0.2063272483187495
188,0.4951517536741286
189,-1.8076678828818724
190,-0.8036773617424465
191,5.501886334510548
192,-3.8340914251211915
193,-5.523606475570558
194,2.470866628562262
195,1.0468851393919472
196,-3.7724194127124346
197,-3.9360044992061867
198,-1.285731017792052
199,0.19559883977778578
200,-1.211530756267606
201,-1.1529689515883983
202,-2.038922333665073
203,0.015152640885825172
204,-0.602404756404804
205,4.11598932280769
206,-2.7446091278289955
207,-1.8723904723627935
208,2.484639305709812
209,-2.0122247970052953
210,-0.40236461883979524
211,0.7449059071091386
212,-0.6538246022313571
213,-2.589390659147514
214,-0.5277937362190877
215,-1.6023129108158662
216,-3.5165323156594477
217,-2.056819664391393
218,1.2369427744710335
219,-2.2413346841305763
220,5.330563749633942
221,-4.15732244801274
222,0.7731326600937564
223,-3.680572120266137
224,-4.275414321590053
225,-1.594681345385965
226,-2.823098773475683
227,-2.3753952410197106
