model_name,task_name,avg_test_crps,avg_test_mae,avg_test_mape,avg_test_mase,avg_test_quantile_score,avg_test_rmse,avg_test_weighted_interval_score,best_params
timesfm,chickenpox_dense_univariate_dense,NA,0.598068460051805,288.0895704329844,0.9466949144882912,NA,0.7512115241302433,NA,"[(), (), (), ()]"
timesfm,patient_sparse_univariate_sparse,NA,0.00692869250923439,17.191708981727125,69286925.0923439,NA,0.008296625774520115,NA,"[(), (), (), ()]"
timesfm,invetories_manufacturing_univariate_manufacturing,NA,1.3925276891659515,142.48245855414643,8.149979471341897,NA,1.5669398313265892,NA,"[(), (), (), ()]"
timesfm,synthetic_cyclic_univariate_cyclic,NA,0.5286041694757126,215.07886896336888,0.8473893410128844,NA,0.71879708019144,NA,"[(), (), (), ()]"
timesfm,employees_healthcare_univariate_healthcare,NA,0.11763363582233981,11.409657047083366,5.078590561994618,NA,0.19271703468449056,NA,"[(), (), (), ()]"
timesfm,coinbase_days_univariate_days,NA,0.07845262937579148,9.50309771402417,2.5225615883673167,NA,0.08995603566003263,NA,"[(), (), (), ()]"
timesfm,synthetic_nonstationary_univariate_nonstationary,NA,0.6448843382528137,109.88266530109958,0.8441868501011104,NA,0.8418434468029167,NA,"[(), (), (), ()]"
timesfm,software_nonstationary_univariate_nonstationary,NA,0.15386786507612327,24.929315973087665,20.890101464043624,NA,0.18034465262937846,NA,"[(), (), (), ()]"
timesfm,germanhouses_sales_univariate_sales,NA,0.6449307948517081,321.6352922002044,9.18082161154477,NA,0.8530194051106728,NA,"[(), (), (), ()]"
timesfm,coinbase_economics_univariate_economics,NA,0.07845262937579148,9.50309771402417,2.5225615883673167,NA,0.08995603566003263,NA,"[(), (), (), ()]"
timesfm,federalfuns_weeks_univariate_weeks,NA,0.4893991325549285,19.374180656737018,5.0123854865144475,NA,0.7083485757162932,NA,"[(), (), (), ()]"
timesfm,electricity_energy_univariate_energy,NA,0.04554727175579868,5.192872637134363,0.799713377559379,NA,0.054152376174775106,NA,"[(), (), (), ()]"
timesfm,german_quaterly_univariate_quaterly,NA,0.6449307948517081,321.6352922002044,9.18082161154477,NA,0.8530194051106728,NA,"[(), (), (), ()]"
timesfm,wtraffic_web_univariate_web,NA,0.14163370874720424,24.556233507781116,16.470861086652516,NA,0.17715612727211363,NA,"[(), (), (), ()]"
timesfm,synthetic_multiplticative_univariate_multiplticative,NA,0.006929141151627037,241.7311121486742,22028.808462636956,NA,0.008297070737947745,NA,"[(), (), (), ()]"
timesfm,madrid_transport_univariate_transport,NA,1.6116019999161812,208.4727721799397,2.3168338219533022,NA,2.059563654543599,NA,"[(), (), (), ()]"
timesfm,occupancy_count_univariate_count,NA,0.006928685255695784,1.62774867530475,69286852.55695784,NA,0.008296617972981668,NA,"[(), (), (), ()]"
timesfm,retail_categorical_univariate_categorical,NA,0.006928682586511848,2.032945550808377,69286825.86511847,NA,0.008296614929488712,NA,"[(), (), (), ()]"
timesfm,synthetic_additive2_univariate_additive2,NA,0.0095209087445044,4.551316962025418,1.1613214932645202,NA,0.011790514948190249,NA,"[(), (), (), ()]"
timesfm,soil_nature_univariate_nature,NA,0.00011830521523764712,0.02791658244954701,0.2771829732952337,NA,0.00014818453637878922,NA,"[(), (), (), ()]"
timesfm,absent_binary_univariate_binary,NA,0.3694951397975803,18.635047938518937,0.8772943355151845,NA,1.2334252017104397,NA,"[(), (), (), ()]"
timesfm,inventories_months_univariate_months,NA,1.3925276891659515,142.48245855414643,8.149979471341897,NA,1.5669398313265892,NA,"[(), (), (), ()]"
timesfm,forestfires_continuous_univariate_continuous,NA,0.8465512308434612,94.28185352023395,0.9602219819536092,NA,1.0459250069399848,NA,"[(), (), (), ()]"
timesfm,pconsumption_years_univariate_years,NA,0.04745353350749948,6.865969405126651,1.3323914142299746,NA,0.048225126686430524,NA,"[(), (), (), ()]"
timesfm,delhi_climate_univariate_climate,NA,0.4728250547328859,128.09483315835138,1.0812487965386726,NA,0.6506019040848074,NA,"[(), (), (), ()]"
timesfm,swjobpostings_software_univariate_software,NA,0.15386786507612327,24.929315973087665,20.890101464043624,NA,0.18034465262937846,NA,"[(), (), (), ()]"
