time,value
0,3.1482831143866408
1,3.1564415140926974
2,2.945374346891062
3,2.2266491836369133
4,1.0225233407386702
5,-0.029149729499054783
6,-0.5548315541324711
7,0.43824253860073237
8,2.8814929446724222
9,5.230103335859591
10,6.412845540872425
11,7.121085488903424
12,7.640235558195683
13,9.100455967517798
14,10.555446374442473
15,10.355969847975782
16,8.236959983357156
17,5.667564864971494
18,4.991607320707187
19,6.3101830601809255
20,9.20897619551418
21,11.104228166445273
22,11.880603726805766
23,11.65552838748903
24,12.562873862772495
25,15.191111449901062
26,17.529322268578763
27,17.60980122629233
28,15.42401451139792
29,11.884947577502304
30,10.852440564512536
31,11.923389157364708
32,14.737752478099253
33,16.86600848717415
34,17.196367770514254
35,17.04698130995166
36,17.875881636184943
37,20.64045981950982
38,23.644747963421377
39,24.021375788246413
40,21.95653428047545
41,19.249381472164266
42,17.655019205340945
43,18.53596048060518
44,20.12202289169193
45,21.546411714863787
46,22.413929028676513
47,22.749941702634004
48,23.922840133092702
49,26.851185915318577
50,28.473044783673604
51,29.386920936101724
52,29.451922366191116
53,27.28458445239
54,25.431162519140322
55,24.624967447176395
56,25.29699091958063
57,26.037933258667596
58,27.57896070868777
59,29.275347040160465
60,30.521060067856194
61,31.57455649711602
62,33.3024860282978
63,34.47377954571822
64,35.36206393900735
65,35.45094159517546
66,34.42708860216385
67,31.43805562387035
68,29.770083892746655
69,30.39020256788502
70,33.23479983743117
71,35.96567059812603
72,38.11755600671825
73,36.87395577811911
74,37.614516317491415
75,38.69613165178225
76,41.710888574369896
77,43.39635976949543
78,42.35687665062346
79,38.284666701583134
80,35.406417031399485
81,35.50508394268101
82,39.13025198219946
83,42.6151221978094
84,43.51132254178195
85,42.35137880172825
86,41.69872414104409
87,43.74620460920921
88,47.473725139907586
89,50.471137007915004
90,49.474828079664974
91,45.47243088266082
92,41.83635600478228
93,41.45036411573909
94,44.03087787900531
95,47.57865620898175
96,48.917678645701955
97,48.16108338268536
98,47.58693272253987
99,49.16849441402097
100,52.757188926890386
101,56.00044777885017
102,55.877218834990856
103,53.506725067680335
104,49.984366691406315
105,48.43535994080126
106,49.23079886154494
107,51.66148426792566
108,54.163537183468236
109,54.69137948237476
110,54.573260049715316
111,55.1013647628731
112,56.99554508047313
113,59.824739366275665
114,61.66927218797227
115,61.38543334287737
116,59.13037778069328
117,56.1421224998262
118,54.58628299076904
119,55.59151278097174
120,58.145930928532124
121,61.36006456755746
122,62.28134074984784
123,61.805599347839355
124,61.40819594983292
125,62.67614599398607
126,66.13697287713646
127,69.0379255910723
128,68.49469348154457
129,64.49629418625207
130,60.109909324256996
131,59.074587389305
132,62.3144775946515
133,67.31107322634789
134,69.80338071868685
135,68.63589303716515
136,66.22538089134817
137,66.52818213919248
138,70.60003709594085
139,75.78126943477162
140,77.09029481326952
141,73.1630899262783
142,67.24046935569936
143,64.45514724719307
144,66.8224657181974
145,72.55760366615301
146,76.37648081986656
147,75.48884414998045
148,72.60274590116295
149,71.40490174543035
150,74.60042022517838
151,80.48103996213221
152,83.5819547172154
153,81.52270956105264
154,76.02591403612777
155,71.2917364932119
156,71.62220943017023
157,76.21281263106528
158,81.11798704174399
159,81.91668659820574
160,79.76829764775277
161,77.88110901625129
162,79.21217049581607
163,83.7108274738752
164,88.223935581074
165,88.95428472704111
166,85.48666723752345
167,80.46705179179294
168,78.30101556310429
169,79.2106222615779
170,83.91085779871784
171,87.74391768153689
172,88.23326142725809
173,86.47277690623125
174,84.4248789090251
175,86.07732343898331
176,90.85770288681282
177,96.33598777725611
178,95.6191218469603
179,91.13399287673475
180,84.79464270255355
181,82.48711268147888
182,86.54654556561648
183,92.46384865821845
184,96.44772295776369
185,95.11703816190834
186,90.8487465009671
187,89.11152625313369
188,92.87482820741785
189,100.18613681604246
190,104.33846979909204
191,102.01090468323838
192,93.8499439346288
193,87.44143640955105
194,88.42454120745568
195,95.7834999302037
196,103.89408632821846
197,103.88633021644259
198,98.78909205166872
199,94.10969568972402
200,95.7267899218969
201,103.45775293133478
202,110.71547178791307
203,111.04055270182019
204,103.80963049284384
205,94.81006232025936
206,92.75504279731432
207,98.4268389449611
208,107.22245520812452
209,111.1010420115918
210,107.51166039096358
211,101.32330912019935
212,99.63128898809927
213,105.35146101370343
214,114.08248783579936
215,118.3139949091477
216,114.32721623418782
217,105.44583361074032
218,99.1741600434367
219,100.76168926536752
220,108.75940301577853
221,116.03741737927096
222,118.02479108197399
223,111.71665231696042
224,106.4310409883126
225,107.36569449474813
226,115.09431606788354
227,122.70885870777718
228,124.42807974937458
229,118.81319217622432
230,108.70185363503616
231,104.1790134830052
232,108.67319681376767
233,118.00784035641071
234,124.43766227174073
235,122.9157358449501
236,115.76499237645493
237,110.64935994362673
238,114.0286001112974
239,124.1083755686732
240,133.05271931883686
241,131.07621369503582
242,120.76277343841173
243,110.41966722919905
244,108.88794814525423
245,118.02259362170518
246,129.98206724486087
247,133.59065810249896
248,127.01592424512387
249,117.62705967619404
250,114.77259113914235
251,123.97482415113947
252,136.9172133961091
253,142.19041230784967
254,134.15357903749435
255,119.95966266289999
256,112.17968979600053
257,117.77536905281892
258,132.06129944815146
259,141.75568219875817
260,138.4782857198829
261,126.89347470029043
262,118.83646380096833
263,123.35415952464423
264,137.40866921089685
265,148.92727980670702
266,146.84008952441192
267,133.4014538983241
268,120.15926376604314
269,118.7333287875443
270,130.43588314119904
271,144.7995203198072
272,148.56838813182034
273,140.34786670665702
274,128.58340862005394
275,124.79293511109894
276,134.95222766799975
277,150.0015798691647
278,157.17172122669325
279,148.69678114085383
280,132.91232149997765
281,123.35226635123858
282,127.7727407241807
283,142.89236386364746
284,155.02330364759175
285,154.2024205788136
286,141.41128262902222
