Date,soil_moisture (%),soil_temperature (degrees celsius),454(nm),458(nm),462(nm),466(nm),470(nm),474(nm),478(nm),482(nm),486(nm),490(nm),494(nm),498(nm),502(nm),506(nm),510(nm),514(nm),518(nm),522(nm),526(nm),530(nm),534(nm),538(nm),542(nm),546(nm),550(nm),554(nm),558(nm),562(nm),566(nm),570(nm),574(nm),578(nm),582(nm),586(nm),590(nm),594(nm),598(nm),602(nm),606(nm),610(nm),614(nm),618(nm),622(nm),626(nm),630(nm),634(nm),638(nm),642(nm),646(nm),650(nm),654(nm),658(nm),662(nm),666(nm),670(nm),674(nm),678(nm),682(nm),686(nm),690(nm),694(nm),698(nm),702(nm),706(nm),710(nm),714(nm),718(nm),722(nm),726(nm),730(nm),734(nm),738(nm),742(nm),746(nm),750(nm),754(nm),758(nm),762(nm),766(nm),770(nm),774(nm),778(nm),782(nm),786(nm),790(nm),794(nm),798(nm),802(nm),806(nm),810(nm),814(nm),818(nm),822(nm),826(nm),830(nm),834(nm),838(nm),842(nm),846(nm),850(nm),854(nm),858(nm),862(nm),866(nm),870(nm),874(nm),878(nm),882(nm),886(nm),890(nm),894(nm),898(nm),902(nm),906(nm),910(nm),914(nm),918(nm),922(nm),926(nm),930(nm),934(nm),938(nm),942(nm),946(nm),950(nm)
2017-05-23T14:06:00,33.51,34.8,0.082130707,0.055863012,0.050047072,0.047924537,0.047498056,0.046464007512496366,0.046669041,0.046834398,0.047469387026235516,0.048607846,0.049343063331283785,0.05032136,0.051308204,0.053236881,0.054276587,0.055914051,0.057525566,0.059339912085421234,0.060957422,0.062542848,0.064104924,0.066157679,0.06775161,0.069538029,0.071269131,0.072890261,0.075049678,0.077272507,0.078615109,0.08079699,0.082321958,0.084873483,0.086526083,0.087895815,0.089298538,0.090783469,0.09193711,0.093224256,0.094385281,0.095525305,0.096540287,0.097314376,0.098642622,0.099727056,0.10031545589705468,0.1009700663856134,0.10244467887937254,0.10315791161053492,0.1043301291486938,0.1055021256283178,0.10674721127112256,0.1078079490218471,0.10897152734431266,0.11006202277101164,0.11147523172078146,0.11240779170117317,0.11402572420338028,0.11542798827197125,0.11665566950356195,0.11756292084249913,0.11860436149011193,0.12029736913185025,0.12153994246762405,0.12290165658480053,0.12412760756636748,0.1253885885885886,0.12691501835726504,0.12825459521811744,0.12945619019931287,0.13055950287820034,0.13170288311775985,0.1330317550791703,0.13423127971856755,0.13541306198786734,0.13670460465804352,0.13787890241136894,0.1388253726969118,0.13968155700439167,0.14011048850180624,0.14096084380636506,0.14171769620236793,0.14216466678435444,0.1432397793640493,0.14441676221906782,0.14523692565941002,0.1455949363379291,0.14584316699924801,0.14607164395519368,0.14654956656276305,0.14675382128207715,0.14721088767806093,0.14759014043858318,0.14786040463795164,0.14804264012110108,0.14827338623680955,0.1481683496719982,0.14830559881957536,0.14869524544156504,0.14916877692636565,0.14962084386544816,0.14998861660392052,0.1500423582567224,0.1500731350560702,0.1505044884819641,0.15080340570370776,0.1509359810560425,0.1509012267459553,0.15092238947552358,0.15115560478732706,0.15115679432041776,0.15194386239956587,0.1524158975134917,0.15271884284887555,0.1530320346788755,0.15289984209911706,0.15284454177486387,0.15261478865215902,0.15292694809357346,0.1542403583648571,0.15501848303960256,0.15472485450713855,0.1546816150584269,0.15427472478889429,0.1534769850967241,0.15392888605446772
2017-05-23T14:08:00,33.49,35.2,0.079510139,0.055326171,0.049116138,0.047579043,0.046744915821082436,0.046832668,0.046328636,0.047021146179079217,0.047659957,0.048271560471224884,0.049085770926039184,0.050254594533009636,0.051464837085758976,0.052758349,0.054271861,0.055413186,0.057244763824379985,0.058794690396111626,0.060665578,0.062129211629327476,0.063880964,0.065639224,0.067651339,0.069087637,0.070920814,0.072937716,0.074583953,0.076383595,0.078716174,0.080225229,0.08211746,0.08390329,0.08588198,0.08742316,0.088399781,0.090014239,0.090899753,0.092435542,0.093707921,0.09444687,0.095736844,0.096544648,0.097538006,0.098354719,0.09905626,0.10026707323849744,0.10126740403383214,0.1020849458372236,0.1032087537007071,0.1043921643441237,0.10542936413055737,0.10653660415062134,0.10748003849254856,0.10886821995765644,0.11018251165272036,0.11171016358718504,0.11301585320833787,0.11410135756958127,0.11548636231341733,0.11650515759063736,0.1175512754858477,0.11924169070569808,0.1205379214871947,0.12164790812823767,0.12290250651013465,0.1240250988327172,0.12538830104425244,0.12694954486075544,0.12828277405231653,0.12983154384055082,0.13067427488506975,0.13135373939379202,0.13273499210453624,0.13459104186952284,0.13589594270416855,0.13668186569522536,0.13732196206489264,0.1382134029542539,0.13912379375072847,0.1400733045065017,0.1408675005285163,0.14159346257400646,0.14193167401467735,0.14227661521951834,0.14342538156306922,0.1443978214189618,0.1446300980471485,0.14512946935675025,0.1453135387829904,0.14561597110754412,0.1461631189924817,0.1463411405241391,0.14659249989394646,0.1465019491125035,0.14681720300624054,0.14731031842256395,0.14775013572637566,0.14791318716463522,0.14747873822174862,0.14723254721011708,0.14768918232605385,0.1482957435984399,0.1490310830630705,0.14918651502930771,0.14941647906348493,0.14942302696149182,0.1499157320115392,0.14996608391292154,0.150217005,0.15053754661005414,0.1510340459915704,0.1517203707831094,0.1523907508806194,0.15262876128661942,0.15284798745908065,0.15271470623040054,0.15310188242452122,0.15355059535461213,0.15359016015605234,0.1536877369369098,0.15337039689848447,0.15402081109415788,0.15554271581692888,0.15621952075904524,0.15672734096453367
2017-05-23T14:10:00,33.46,35.4,0.080598544,0.054065266,0.049150024522779626,0.047537201,0.046524955715327714,0.046031732,0.046276224,0.046886016,0.047229787,0.048611266649552655,0.04924247,0.049903935,0.051134481616429285,0.052349444,0.053944857515026264,0.055272513,0.057153492,0.059028070943273975,0.060560611,0.061879713,0.0634925,0.066001253,0.067200554,0.069135008,0.071209607,0.072657212,0.074420981,0.076660794,0.078279974,0.080071487,0.082386403,0.08393847,0.085440563,0.086862211,0.088656707,0.090307348,0.09150866,0.092727675,0.093977182,0.094495827,0.09554448,0.096207763,0.097208439,0.09845082,0.099294295,0.10036433434365784,0.10089264458804248,0.10236108590778206,0.10351420621976123,0.10413962678976872,0.10562045208170284,0.10698187200929273,0.10748263500079494,0.10890589507101996,0.11008278609548927,0.11129123178626944,0.1128203110432145,0.1142933252019707,0.11560211738859975,0.11623956189469252,0.11765782281979276,0.11868095221807985,0.11997914790605944,0.12142713038601867,0.12277285561289066,0.1244760869751243,0.1258510109238077,0.12712714945246115,0.12830657420211578,0.12961901837228013,0.1306962644240172,0.1319591627295552,0.1333350495559274,0.1346358112502381,0.1357371123758264,0.1365479295854706,0.1375099945835805,0.1384271969741334,0.13927466607808586,0.13963837248634878,0.14009088003317294,0.14103271730648445,0.14158876317627825,0.14257574336366194,0.14322604894618146,0.1440201297389196,0.14457371368007085,0.1452343347789286,0.14573207776427702,0.1460295450536746,0.14627201637323142,0.1462412046600883,0.1461878528429498,0.14641103086014445,0.1466902586652418,0.14682552907848692,0.14701440448960146,0.14725437778760705,0.1473516889315672,0.14769473700943722,0.14821701396256842,0.14858238633847354,0.14850623532980986,0.14882678407709854,0.14945832962732367,0.14950579908732753,0.14988432124418927,0.1498375033071384,0.1496988669229984,0.14989499003751636,0.15039442310776935,0.15112205772134302,0.15193206037382054,0.15229399904928942,0.15280218546925728,0.1523615240360426,0.1521576067772679,0.15320398155359022,0.15394243502846958,0.15461005147290546,0.15462872417946286,0.15560879668301866,0.15554528597699654,0.15488445347851088,0.15448502085041785
2017-05-23T14:12:00,33.33,35,0.078024069,0.054972471,0.049051849,0.047920120509303284,0.046883117,0.046774957,0.046834931,0.0469964,0.04756541,0.048464572,0.048689509147216266,0.049915645,0.051436901,0.052027043,0.05437317,0.056049888,0.057311022874549075,0.058919884676734875,0.060887783809486076,0.062372193,0.064291089,0.065244214,0.067218755,0.068841601,0.070900665,0.073284504,0.074839594,0.076867083,0.078546992,0.080383267,0.08199549,0.083849474,0.085804253,0.087125738,0.088588026,0.090112465,0.091644845,0.092668011,0.094009085,0.094922534,0.095798398,0.096946896,0.097876727,0.098874938,0.099757799,0.10036641316401124,0.1015074767106081,0.10254015689204332,0.10371966851877924,0.10481732987713918,0.10579033422203893,0.10706705795269192,0.10802907408558632,0.1093839864582244,0.11057483828633424,0.11185990892114142,0.11299563581837407,0.11503296429904215,0.11612722693778565,0.1170213113735849,0.11817489151441622,0.1192546614319749,0.12038344265027402,0.12197936730762952,0.12332649654652525,0.12453726761322348,0.12580501398214394,0.1270875514336098,0.12891080760444346,0.1299600223587135,0.13099412433661864,0.1323442126794716,0.13390401540154018,0.13500380957062452,0.1363728044786913,0.13708531699810686,0.13781766132977027,0.13843200898848348,0.13903513749562074,0.14014321673895092,0.14112776767233268,0.14176434146945854,0.14240639844340724,0.14304000079534324,0.14351215077009352,0.1444929904446858,0.1448672386911035,0.14537237227248534,0.14621391890677576,0.14642220969279052,0.14682542979883173,0.14674124335837682,0.1471566428147382,0.14729835552075174,0.1473342566789594,0.14753017394836204,0.14795358240228138,0.1479255281707844,0.1478750574739647,0.14816191899014652,0.14822479988576906,0.14835938091114678,0.14862082502817994,0.1489950893535159,0.14867597496389026,0.14948049335805644,0.14957882640065395,0.14990388983435826,0.1500830680478499,0.15062767922252282,0.15095684822248326,0.15144452399470504,0.15179668741413874,0.15259896819018484,0.15319341389790914,0.153281438,0.15399016941297006,0.15449882748767593,0.15501184952768784,0.1546910435845444,0.1546431080324035,0.15540545389951302,0.15591763928251284,0.15764497288277013,0.15782352658487087
2017-05-23T14:14:00,33.32,35.3,0.079972984,0.055334826,0.049314170999470816,0.04737276,0.047028388,0.046962935,0.046763231,0.047051317,0.048083179,0.048178271,0.048974406,0.050069866821962426,0.051605969565960766,0.053044428,0.054379935,0.055813025,0.057545032,0.05934327,0.061065226,0.062528525,0.064171032,0.065472791,0.067355626,0.069320036,0.071357152,0.073241634,0.074871454,0.076983936,0.078913333,0.080763437,0.082439548,0.08465636,0.086397767,0.087801026,0.089325605,0.090582505,0.091832614,0.09345126,0.094259892,0.095509569,0.096206427,0.097135472,0.098168854,0.09901993,0.099928809,0.1004221194465617,0.10163506098152134,0.1030160465514955,0.1040821968300774,0.105321201,0.1065683971029762,0.10778652159366957,0.1088100459406209,0.1096291571225608,0.11083799745988206,0.11195497416603316,0.11357018054746652,0.11501462945698425,0.1162460763624111,0.11740544779479035,0.11862805882238968,0.1201006916290594,0.12147717563527533,0.1226626408225116,0.12394999637304445,0.1254694724009089,0.1265546234764488,0.12797369733535413,0.12947546667741805,0.13025522804270395,0.13117544653569466,0.1325592077165443,0.13381941245260284,0.13519149634578434,0.13650489597463564,0.13798099586080415,0.1390070841726456,0.1398015216029752,0.13999808825459265,0.14053755940891174,0.14104830454774395,0.1423970623645557,0.14329002143336436,0.14364315429778204,0.14431979548948673,0.14500262233049205,0.14569998788636754,0.1463950711577829,0.14675818259591225,0.14692406232799515,0.14706002801143392,0.1470555453567963,0.14730228841550158,0.14741524547039872,0.1475684519702734,0.14804344078607135,0.14798663001620402,0.1479109429607433,0.14801891760212993,0.1483511063321857,0.14877206288488964,0.14919960910565555,0.14945984356831216,0.1498141935869012,0.15017974268415746,0.15041241348797524,0.15108502490426248,0.1513882800919497,0.15156346663581813,0.15188480673555302,0.15178765061000518,0.15198757847699862,0.15225608674723215,0.15244072736874711,0.1528328957811832,0.1528026781996924,0.15308454311680209,0.153295384,0.15423036291324882,0.15507091692290548,0.15562387996767274,0.1565044212538835,0.15685919676509494,0.15663442905332664,0.15617596313484067
2017-05-23T14:16:00,33.23,35.5,0.08147394,0.054824537,0.049676512056295724,0.047652785059441996,0.046675008,0.046542026598447535,0.046885653,0.046723267105703764,0.047532552,0.048933563,0.049113468387393264,0.050067313,0.051676614,0.052548517141160656,0.054555611,0.05599574,0.057808121784952524,0.059377379,0.0608518,0.062574593,0.063911882,0.066132066,0.067374597,0.069282501,0.070677537,0.072992024,0.074911705,0.076746013,0.078657081,0.080650254,0.082374219,0.084001269,0.085837578,0.087401852,0.089052792,0.090108601,0.091332432,0.092925099,0.094036182,0.095059996,0.095857361,0.097149649,0.09817217,0.098204784,0.09955694,0.10042165867315092,0.101319498,0.10267019228618762,0.10358909932623717,0.10478643585340572,0.10620338732393156,0.10701470684268594,0.10795528625443468,0.10918659317987156,0.11046815026401258,0.11171383175162107,0.11315544534392095,0.11482521445683813,0.1161833855799373,0.1172154438721692,0.11783512217401232,0.1191370894889242,0.12061819561600655,0.12184184678360767,0.12261003596506252,0.12397543440211267,0.12577474423796026,0.1273631361926157,0.12902912421033808,0.1304014028747941,0.13116377239343813,0.13218842304961012,0.1332908994832449,0.13490719048477204,0.1364198655061388,0.13725552565744792,0.138142482,0.13886946427095098,0.13962776972458066,0.14042804621848742,0.1408631680161593,0.14184903541546806,0.14249059304632425,0.14364739409713767,0.14402637183521433,0.14465795515113933,0.14513011100623124,0.14543855371325065,0.14575516560236618,0.14568556838435526,0.14619461928756994,0.14642395304884112,0.14675786995147547,0.14705306579039362,0.14729313287906984,0.14729442608720006,0.14738622817474228,0.147606411,0.14807357566392162,0.14830910810891748,0.1483194795807734,0.1485960078579081,0.14878321811882922,0.14943009886800215,0.1496568286738708,0.1497059300108084,0.14980342512770678,0.15018568899638626,0.15070915955239614,0.1513214638581114,0.15190303335250144,0.15246485021177175,0.15276785134169318,0.15313596038786878,0.15293975571044094,0.15269629789026612,0.15300689079139693,0.15383999558303887,0.1546443802499639,0.1551917486967858,0.1558965968463873,0.1564163261613618,0.15619461133524873,0.15543571797372502,0.15526531320158407
2017-05-23T14:18:00,33.16,35.4,0.07903599,0.055272174,0.048757114478290994,0.047900265,0.046740646,0.046317033,0.046644047,0.047158514,0.047328361,0.04844824,0.049312234,0.050455465,0.051435435932239065,0.053259022,0.054319386489229717,0.055406164,0.057144252,0.058742884,0.060573971530891675,0.062213361610279135,0.063897252,0.065611758,0.067222671,0.069178526,0.07131582,0.073156686,0.074922854,0.076743425,0.078728986,0.079834771,0.081860421,0.08362385,0.085680608,0.08709877,0.088448644,0.089979644,0.090793009,0.09208693,0.093095753,0.094385467,0.094859094,0.09652432,0.097086185,0.098435509,0.098865833,0.099694154,0.10092947393116083,0.10223348816765317,0.10331549965350996,0.10451350385877696,0.10568092473945698,0.10663854810004407,0.107308243,0.10901926200456573,0.11007382160770364,0.11152710898834403,0.1131983814710448,0.11442523536703855,0.11558350998549592,0.11624507565978265,0.11784300607682445,0.11919526205240492,0.12016943865785865,0.12133223620055245,0.12247378761321835,0.124565949,0.12574676394533382,0.12649969838468242,0.1280160633610352,0.1292468961415508,0.13040917608397515,0.13181781759024427,0.13308748581469754,0.1338957886638364,0.1353412045363476,0.13644473361882056,0.1373176161481202,0.13836891272688526,0.13895702250186626,0.13963738,0.1405388682641467,0.14125080316984365,0.1414586328092661,0.1420332655917158,0.1428743867961004,0.14397120915866132,0.14462054453433254,0.1444895598226134,0.14500415162215888,0.14552929727437275,0.14618459736256986,0.14643788216334078,0.14663335261376245,0.14661607034382212,0.14704098761113762,0.14675396616906333,0.14667955235573651,0.14684467641157706,0.14749655489205327,0.14762761369062802,0.14800442819746992,0.14834406490919064,0.14868532032711138,0.14895383882788138,0.14927667392355606,0.14931655292094348,0.1500823793813951,0.15019082519477026,0.15074512465552248,0.1512528081532332,0.1516371459727093,0.15241423966108453,0.15253934900685884,0.15286348693696292,0.15325913229481147,0.15374599158483027,0.15393178278997335,0.15399566118535124,0.15402070240894136,0.1542276163186783,0.15562673906500496,0.15648484023126538,0.15687202805206696,0.15727552750407064,0.15668373157317592
2017-05-23T14:20:00,33.05,35.1,0.079091777,0.055309793,0.048459966,0.047683596563930564,0.046127736,0.046036377,0.045874771,0.047072153,0.047025863,0.048085946164214514,0.048907207,0.050042292,0.051160571,0.052726361,0.054144817,0.055541351,0.057042213402707875,0.058717,0.060459787,0.062096788,0.063757668,0.065613588,0.067085153,0.069391567,0.071346874,0.073172117,0.074966931,0.076664062,0.078565171,0.080267454,0.081866237,0.083807519,0.084857073,0.086678048,0.088543543,0.089553082,0.091365608,0.09265677,0.093337043,0.094748481,0.095288542,0.096493933,0.09722,0.098292107,0.099177949,0.10008174453333432,0.1011826728857331,0.10213750426862904,0.10310911326724953,0.1043350340072394,0.10575287559574932,0.10647365981654944,0.10738592124696353,0.10817182357920938,0.10986161272886084,0.11163119876876527,0.11301288884218112,0.11414057931903025,0.11537274371776572,0.1165446742887729,0.11762163739736099,0.11895229529011593,0.11996635514018693,0.12142020653678268,0.1225159500434364,0.12436402421339222,0.12540561390237553,0.12704420060172278,0.12824837288877988,0.12934325721365286,0.13057508495679607,0.13202350280116235,0.13328478194936927,0.13450647249190936,0.13557977137782234,0.1371744054360136,0.13794125537235508,0.1381183244404017,0.1388861794717887,0.1393263658260476,0.14024039275435926,0.14128186741645124,0.14214759690978546,0.1430533194431291,0.14339894292155264,0.1436549098674873,0.14444229477972892,0.14513379937788942,0.14585215976866076,0.1458380097624818,0.14597788378143972,0.14633826056671748,0.1463515715061498,0.14642847614219773,0.14650067897131558,0.14707030468983562,0.1477616296259559,0.1481857270301211,0.1487067971464592,0.14924372762621896,0.14928450673712634,0.1492236298866133,0.1494575245405565,0.14954976832739175,0.14939027350782572,0.14948346424865228,0.1502583506086631,0.1507074779341253,0.15120849991052518,0.15190188263580856,0.1523699284717894,0.15219584716784776,0.15251388990967832,0.15290654981164292,0.15294488478012366,0.15338122933059642,0.15407848616615072,0.15441483492654548,0.15450491013300555,0.1547528160072508,0.1545002619118538,0.15446516354503168,0.15471740088655286,0.15582402734173187,0.15579502862599431
2017-05-23T14:22:00,32.96,35,0.080288575,0.054010745,0.048964755,0.047341137,0.046760241,0.046320259,0.046782512,0.046816588413142214,0.047155193,0.048710507942049217,0.04953973,0.050044802,0.051178173,0.052515259,0.054340564,0.055928197,0.056781412,0.059219357725536076,0.060614411067422214,0.062137527,0.064058345,0.065702674,0.067681791,0.069362067,0.071400554,0.073240355,0.074649789,0.076593583,0.078132195,0.080350777,0.082191929,0.084129964,0.085656927,0.087432903,0.088980472,0.090555125,0.091155739,0.092956989,0.093781352,0.095103403,0.096371732,0.096587535,0.097734705,0.098541593,0.099858349,0.10052712657999632,0.10136282398984443,0.10256252111746944,0.10390169179241444,0.10526861017142897,0.10617290118148308,0.10706090844745236,0.10816151463215846,0.10935217710389247,0.11067084244336348,0.11188776980464847,0.11319534858040513,0.11488129787165853,0.11603313987510293,0.11733486579676827,0.11837595430035767,0.11957055738895475,0.12125218023385292,0.12259635928553116,0.1236590989144705,0.12465551268602315,0.12628752233366314,0.1279089855082788,0.12890925266903916,0.1302098894532417,0.1317268433271956,0.13271841466558795,0.1335193318261654,0.1347713870852075,0.13614706180515662,0.13724903087822485,0.13801194501230685,0.13901473111134469,0.14028367048853171,0.14095771777890986,0.1412204448136108,0.14189646770483225,0.14304383259674655,0.14405146139945516,0.1449827070564567,0.14521044090923005,0.14575849383250378,0.14670066977459406,0.14687169567555278,0.14703388760412872,0.14696098529308355,0.14719226746492586,0.14762152101458684,0.14768571227520658,0.14775473008941378,0.14756149298190185,0.14777857874568426,0.14808947468474748,0.14839653745043646,0.14870097597474588,0.14919532889334913,0.1495898828628645,0.14986019579926904,0.1506857379386469,0.15089841878294202,0.15088788483765894,0.1507230235328394,0.15081537549385213,0.15068163250939687,0.15068943607807292,0.1515242965322603,0.15162688468016924,0.1520364176120783,0.15236324824001454,0.15229301948051946,0.15231750691582455,0.152368492,0.15292711841013126,0.15344828896904825,0.15418751147420595,0.15464325310666605,0.1545778442881623,0.153963254,0.15264927271977066,0.15232127858512542
2017-05-23T14:24:00,32.96,34.8,0.080708404,0.054309010949206864,0.049107773,0.046926307,0.04674217,0.046452956704797335,0.046516179,0.046680635688884295,0.047082542,0.048678004,0.049266156780027257,0.049770336,0.051432569,0.052726337,0.054221115,0.055654153,0.057098061992706735,0.059114036,0.060354938,0.062159443,0.063745755,0.066327973,0.067933904,0.069138199,0.070866272,0.072942335,0.074956791,0.076562852,0.078777192,0.080293447,0.082302754,0.083519957,0.085175113,0.087130829,0.088770449,0.090358669,0.091081672,0.092555726,0.093787199,0.094658006,0.095636018,0.096454949,0.09813525,0.098745235,0.099351431,0.100238963,0.10155908932157512,0.10273714865351263,0.1035751907010534,0.10469687564659633,0.1054393578608904,0.10676905780808006,0.10795786851020604,0.10910977621711483,0.11007567074263798,0.11176166929305004,0.11337152405254156,0.11495515500141272,0.11558474947584925,0.1168560211085622,0.11815860395439855,0.11911702362792448,0.12081105903963447,0.12221880149948387,0.12322421247683756,0.1242698775442151,0.1263562333673771,0.1279786851874027,0.12906307671668954,0.13009664384269407,0.13153368890823988,0.13243133845318888,0.1335848645903245,0.1348428872348371,0.1364893483811608,0.13776144129219298,0.13873021350794182,0.13920267229024647,0.13967183959673693,0.14080868622646492,0.14139276985371904,0.14202173698684167,0.14285099935218698,0.14381657537640033,0.14459848618589458,0.1449880174432185,0.14526405210250606,0.14588290196755704,0.1463615482492137,0.14657259433693876,0.1468535129663886,0.14713669355951536,0.14745888257903794,0.1478114819907531,0.14806330349156127,0.14835317346498814,0.14827754757434705,0.14854228620660906,0.14877399056887286,0.1490331029870709,0.1491094029184038,0.14912555702353494,0.14949651142981768,0.15023013522674564,0.15056405411305926,0.15092930493083254,0.15115606772589946,0.1517784067657891,0.1518935752204991,0.1518666466207768,0.15233465816487002,0.15202973509428205,0.1525031842017694,0.15335262635359995,0.15386292552380695,0.15380064323651166,0.1539283774232928,0.154349901,0.15456269522534585,0.15531579247221627,0.1554403224245823,0.15633353539167852,0.15579851620460758,0.15524517441531913,0.1546702602200168
